"Index Name","Date","Open","High","Low","Close"
"NIFTY 50","17 Feb 2022","17396.55","17442.90","17235.85","17304.60"
"NIFTY 50","16 Feb 2022","17408.45","17490.60","17257.70","17322.20"
"NIFTY 50","15 Feb 2022","16933.25","17375.00","16839.25","17352.45"
"NIFTY 50","14 Feb 2022","17076.15","17099.50","16809.65","16842.80"
"NIFTY 50","11 Feb 2022","17451.00","17454.75","17303.00","17374.75"
"NIFTY 50","10 Feb 2022","17554.10","17639.45","17427.15","17605.85"
"NIFTY 50","09 Feb 2022","17370.10","17477.15","17339.00","17463.80"
"NIFTY 50","08 Feb 2022","17279.85","17306.45","17043.65","17266.75"
"NIFTY 50","07 Feb 2022","17456.30","17536.75","17119.40","17213.60"
"NIFTY 50","04 Feb 2022","17590.20","17617.80","17462.55","17516.30"
"NIFTY 50","03 Feb 2022","17767.75","17781.15","17511.15","17560.20"
"NIFTY 50","02 Feb 2022","17706.20","17794.60","17674.80","17780.00"
"NIFTY 50","01 Feb 2022","17529.45","17622.40","17244.55","17576.85"
"NIFTY 50","31 Jan 2022","17301.05","17410.00","17264.15","17339.85"
"NIFTY 50","28 Jan 2022","17208.30","17373.50","17077.10","17101.95"
"NIFTY 50","27 Jan 2022","17062.00","17182.50","16866.75","17110.15"
"NIFTY 50","25 Jan 2022","17001.55","17309.15","16836.80","17277.95"
"NIFTY 50","24 Jan 2022","17575.15","17599.40","16997.85","17149.10"
"NIFTY 50","21 Jan 2022","17613.70","17707.60","17485.85","17617.15"
"NIFTY 50","20 Jan 2022","17921.00","17943.70","17648.45","17757.00"
"NIFTY 50","19 Jan 2022","18129.20","18129.20","17884.90","17938.40"
"NIFTY 50","18 Jan 2022","18337.20","18350.95","18085.90","18113.05"
"NIFTY 50","17 Jan 2022","18235.65","18321.55","18228.75","18308.10"
"NIFTY 50","14 Jan 2022","18185.00","18286.95","18119.65","18255.75"
"NIFTY 50","13 Jan 2022","18257.00","18272.25","18163.80","18257.80"
"NIFTY 50","12 Jan 2022","18170.40","18227.95","18128.80","18212.35"
"NIFTY 50","11 Jan 2022","17997.75","18081.25","17964.40","18055.75"
"NIFTY 50","10 Jan 2022","17913.30","18017.45","17879.15","18003.30"
"NIFTY 50","07 Jan 2022","17797.60","17905.00","17704.55","17812.70"
"NIFTY 50","06 Jan 2022","17768.50","17797.95","17655.55","17745.90"
"NIFTY 50","05 Jan 2022","17820.10","17944.70","17748.85","17925.25"
"NIFTY 50","04 Jan 2022","17681.40","17827.60","17593.55","17805.25"
"NIFTY 50","03 Jan 2022","17387.15","17646.65","17383.30","17625.70"
"NIFTY 50","31 Dec 2021","17244.50","17400.80","17238.50","17354.05"
"NIFTY 50","30 Dec 2021","17201.45","17264.05","17146.35","17203.95"
"NIFTY 50","29 Dec 2021","17220.10","17285.95","17176.65","17213.60"
"NIFTY 50","28 Dec 2021","17177.60","17250.25","17161.15","17233.25"
"NIFTY 50","27 Dec 2021","16937.75","17112.05","16833.20","17086.25"
"NIFTY 50","24 Dec 2021","17149.50","17155.60","16909.60","17003.75"
"NIFTY 50","23 Dec 2021","17066.80","17118.65","17015.55","17072.60"
"NIFTY 50","22 Dec 2021","16865.55","16971.00","16819.50","16955.45"
"NIFTY 50","21 Dec 2021","16773.15","16936.40","16688.25","16770.85"
"NIFTY 50","20 Dec 2021","16824.25","16840.10","16410.20","16614.20"
"NIFTY 50","17 Dec 2021","17276.00","17298.15","16966.45","16985.20"
"NIFTY 50","16 Dec 2021","17373.00","17379.35","17184.95","17248.40"
"NIFTY 50","15 Dec 2021","17323.65","17351.20","17192.20","17221.40"
"NIFTY 50","14 Dec 2021","17283.20","17376.20","17225.80","17324.90"
"NIFTY 50","13 Dec 2021","17619.10","17639.50","17355.95","17368.25"
"NIFTY 50","10 Dec 2021","17476.05","17534.35","17405.25","17511.30"
"NIFTY 50","09 Dec 2021","17524.40","17543.25","17379.60","17516.85"
"NIFTY 50","08 Dec 2021","17315.25","17484.60","17308.95","17469.75"
"NIFTY 50","07 Dec 2021","17044.10","17251.65","16987.75","17176.70"
"NIFTY 50","06 Dec 2021","17209.05","17216.75","16891.70","16912.25"
"NIFTY 50","03 Dec 2021","17424.90","17489.80","17180.80","17196.70"
"NIFTY 50","02 Dec 2021","17183.20","17420.35","17149.30","17401.65"
"NIFTY 50","01 Dec 2021","17104.40","17213.05","17064.25","17166.90"
"NIFTY 50","30 Nov 2021","17051.15","17324.65","16931.40","16983.20"
"NIFTY 50","29 Nov 2021","17055.80","17160.70","16782.40","17053.95"
"NIFTY 50","26 Nov 2021","17338.75","17355.40","16985.70","17026.45"
"NIFTY 50","25 Nov 2021","17417.30","17564.35","17351.70","17536.25"
"NIFTY 50","24 Nov 2021","17550.05","17600.60","17354.00","17415.05"
"NIFTY 50","23 Nov 2021","17281.75","17553.70","17216.10","17503.35"
"NIFTY 50","22 Nov 2021","17796.25","17805.25","17280.45","17416.55"
"NIFTY 50","18 Nov 2021","17890.55","17945.60","17688.50","17764.80"
"NIFTY 50","17 Nov 2021","17939.35","18022.65","17879.25","17898.65"
"NIFTY 50","16 Nov 2021","18127.05","18132.65","17958.80","17999.20"
"NIFTY 50","15 Nov 2021","18140.95","18210.15","18071.30","18109.45"
"NIFTY 50","12 Nov 2021","17977.60","18123.00","17905.90","18102.75"
"NIFTY 50","11 Nov 2021","17967.45","17971.35","17798.20","17873.60"
"NIFTY 50","10 Nov 2021","17973.45","18061.25","17915.00","18017.20"
"NIFTY 50","09 Nov 2021","18084.35","18112.60","17983.05","18044.25"
"NIFTY 50","08 Nov 2021","18040.20","18087.80","17836.10","18068.55"
"NIFTY 50","04 Nov 2021","17935.05","17947.55","17900.60","17916.80"
"NIFTY 50","03 Nov 2021","17947.95","17988.75","17757.95","17829.20"
"NIFTY 50","02 Nov 2021","17970.90","18012.25","17847.60","17888.95"
"NIFTY 50","01 Nov 2021","17783.15","17954.10","17697.10","17929.65"
"NIFTY 50","29 Oct 2021","17833.05","17915.85","17613.10","17671.65"
"NIFTY 50","28 Oct 2021","18187.65","18190.70","17799.45","17857.25"
"NIFTY 50","27 Oct 2021","18295.85","18342.05","18167.90","18210.95"
"NIFTY 50","26 Oct 2021","18154.50","18310.45","18099.30","18268.40"
"NIFTY 50","25 Oct 2021","18229.50","18241.40","17968.50","18125.40"
"NIFTY 50","22 Oct 2021","18230.70","18314.25","18034.35","18114.90"
"NIFTY 50","21 Oct 2021","18382.70","18384.20","18048.00","18178.10"
"NIFTY 50","20 Oct 2021","18439.90","18458.30","18209.35","18266.60"
"NIFTY 50","19 Oct 2021","18602.35","18604.45","18377.70","18418.75"
"NIFTY 50","18 Oct 2021","18500.10","18543.15","18445.30","18477.05"
"NIFTY 50","14 Oct 2021","18272.85","18350.75","18248.70","18338.55"
"NIFTY 50","13 Oct 2021","18097.85","18197.80","18050.75","18161.75"
"NIFTY 50","12 Oct 2021","17915.80","18008.65","17864.95","17991.95"
"NIFTY 50","11 Oct 2021","17867.55","18041.95","17839.10","17945.95"
"NIFTY 50","08 Oct 2021","17886.85","17941.85","17840.35","17895.20"
"NIFTY 50","07 Oct 2021","17810.55","17857.55","17763.80","17790.35"
"NIFTY 50","06 Oct 2021","17861.50","17884.60","17613.15","17646.00"
"NIFTY 50","05 Oct 2021","17661.35","17833.45","17640.90","17822.30"
"NIFTY 50","04 Oct 2021","17615.55","17750.90","17581.35","17691.25"
"NIFTY 50","01 Oct 2021","17531.90","17557.15","17452.90","17532.05"
"NIFTY 50","30 Sep 2021","17718.90","17742.15","17585.35","17618.15"
"NIFTY 50","29 Sep 2021","17657.95","17781.75","17608.15","17711.30"
"NIFTY 50","28 Sep 2021","17906.45","17912.85","17576.10","17748.60"
"NIFTY 50","27 Sep 2021","17932.20","17943.50","17802.90","17855.10"
"NIFTY 50","24 Sep 2021","17897.45","17947.65","17819.40","17853.20"
"NIFTY 50","23 Sep 2021","17670.85","17843.90","17646.55","17822.95"
"NIFTY 50","22 Sep 2021","17580.90","17610.45","17524.00","17546.65"
"NIFTY 50","21 Sep 2021","17450.50","17578.35","17326.10","17562.00"
"NIFTY 50","20 Sep 2021","17443.85","17622.75","17361.80","17396.90"
"NIFTY 50","20 Sep 2023","19980.75","20050.65","19878.85","19901.40"
"NIFTY 50","18 Sep 2023","20155.95","20195.35","20115.70","20133.30"
"NIFTY 50","15 Sep 2023","20156.45","20222.45","20129.70","20192.35"
"NIFTY 50","14 Sep 2023","20127.95","20167.65","20043.45","20103.10"
"NIFTY 50","13 Sep 2023","19989.50","20096.90","19944.10","20070.00"
"NIFTY 50","12 Sep 2023","20110.15","20110.35","19914.65","19993.20"
"NIFTY 50","11 Sep 2023","19890.00","20008.15","19865.35","19996.35"
"NIFTY 50","08 Sep 2023","19774.80","19867.15","19728.05","19819.95"
"NIFTY 50","07 Sep 2023","19598.65","19737.00","19550.05","19727.05"
"NIFTY 50","06 Sep 2023","19581.20","19636.45","19491.50","19611.05"
"NIFTY 50","05 Sep 2023","19564.65","19587.05","19525.75","19574.90"
"NIFTY 50","04 Sep 2023","19525.05","19545.15","19432.85","19528.80"
"NIFTY 50","01 Sep 2023","19258.15","19458.55","19255.70","19435.30"
"NIFTY 50","31 Aug 2023","19375.55","19388.20","19223.65","19253.80"
"NIFTY 50","30 Aug 2023","19433.45","19452.80","19334.75","19347.45"
"NIFTY 50","29 Aug 2023","19374.85","19377.90","19309.10","19342.65"
"NIFTY 50","28 Aug 2023","19298.35","19366.85","19249.70","19306.05"
"NIFTY 50","25 Aug 2023","19297.40","19339.55","19229.70","19265.80"
"NIFTY 50","24 Aug 2023","19535.15","19584.45","19369.00","19386.70"
"NIFTY 50","23 Aug 2023","19439.20","19472.05","19366.60","19444.00"
"NIFTY 50","22 Aug 2023","19417.10","19443.50","19381.30","19396.45"
"NIFTY 50","21 Aug 2023","19320.65","19425.95","19296.30","19393.60"
"NIFTY 50","18 Aug 2023","19301.75","19373.80","19253.60","19310.15"
"NIFTY 50","17 Aug 2023","19450.55","19461.55","19326.25","19365.25"
"NIFTY 50","16 Aug 2023","19369.00","19482.75","19317.20","19465.00"
"NIFTY 50","14 Aug 2023","19383.95","19465.85","19257.90","19434.55"
"NIFTY 50","11 Aug 2023","19554.25","19557.75","19412.75","19428.30"
"NIFTY 50","10 Aug 2023","19605.55","19623.60","19495.40","19543.10"
"NIFTY 50","09 Aug 2023","19578.80","19645.50","19467.50","19632.55"
"NIFTY 50","08 Aug 2023","19627.20","19634.40","19533.10","19570.85"
"NIFTY 50","07 Aug 2023","19576.85","19620.45","19524.80","19597.30"
"NIFTY 50","04 Aug 2023","19462.80","19538.85","19436.45","19517.00"
"NIFTY 50","03 Aug 2023","19463.75","19537.65","19296.45","19381.65"
"NIFTY 50","02 Aug 2023","19655.40","19678.25","19423.55","19526.55"
"NIFTY 50","01 Aug 2023","19784.00","19795.60","19704.60","19733.55"
"NIFTY 50","31 Jul 2023","19666.35","19772.75","19597.60","19753.80"
"NIFTY 50","28 Jul 2023","19659.75","19695.90","19563.10","19646.05"
"NIFTY 50","27 Jul 2023","19850.90","19867.55","19603.55","19659.90"
"NIFTY 50","26 Jul 2023","19733.35","19825.60","19716.70","19778.30"
"NIFTY 50","25 Jul 2023","19729.35","19729.35","19615.95","19680.60"
"NIFTY 50","24 Jul 2023","19748.45","19782.75","19658.30","19672.35"
"NIFTY 50","21 Jul 2023","19800.45","19887.40","19700.00","19745.00"
"NIFTY 50","20 Jul 2023","19831.70","19991.85","19758.40","19979.15"
"NIFTY 50","19 Jul 2023","19802.95","19851.70","19727.45","19833.15"
"NIFTY 50","18 Jul 2023","19787.50","19819.45","19690.20","19749.25"
"NIFTY 50","17 Jul 2023","19612.15","19731.85","19562.95","19711.45"
"NIFTY 50","14 Jul 2023","19493.45","19595.35","19433.50","19564.50"
"NIFTY 50","13 Jul 2023","19495.20","19567.00","19385.80","19413.75"
"NIFTY 50","12 Jul 2023","19497.45","19507.70","19361.75","19384.30"
"NIFTY 50","11 Jul 2023","19427.10","19515.10","19406.45","19439.40"
"NIFTY 50","10 Jul 2023","19400.35","19435.85","19327.10","19355.90"
"NIFTY 50","07 Jul 2023","19422.80","19523.60","19303.60","19331.80"
"NIFTY 50","06 Jul 2023","19385.70","19512.20","19373.00","19497.30"
"NIFTY 50","05 Jul 2023","19405.95","19421.60","19339.60","19398.50"
"NIFTY 50","04 Jul 2023","19406.60","19434.15","19300.00","19389.00"
"NIFTY 50","03 Jul 2023","19246.50","19345.10","19234.40","19322.55"
"NIFTY 50","30 Jun 2023","19076.85","19201.70","19024.60","19189.05"
"NIFTY 50","28 Jun 2023","18908.15","19011.25","18861.35","18972.10"
"NIFTY 50","27 Jun 2023","18748.55","18829.25","18714.25","18817.40"
"NIFTY 50","26 Jun 2023","18682.35","18722.05","18646.70","18691.20"
"NIFTY 50","23 Jun 2023","18741.85","18756.40","18647.10","18665.50"
"NIFTY 50","22 Jun 2023","18853.60","18886.60","18759.50","18771.25"
"NIFTY 50","21 Jun 2023","18849.40","18875.90","18794.85","18856.85"
"NIFTY 50","20 Jun 2023","18752.35","18839.70","18660.65","18816.70"
"NIFTY 50","19 Jun 2023","18873.30","18881.45","18719.15","18755.45"
"NIFTY 50","16 Jun 2023","18723.30","18864.70","18710.50","18826.00"
"NIFTY 50","15 Jun 2023","18774.45","18794.10","18669.05","18688.10"
"NIFTY 50","14 Jun 2023","18744.60","18769.70","18690.00","18755.90"
"NIFTY 50","13 Jun 2023","18631.80","18728.90","18631.80","18716.15"
"NIFTY 50","12 Jun 2023","18595.05","18633.60","18559.75","18601.50"
"NIFTY 50","09 Jun 2023","18655.90","18676.65","18555.40","18563.40"
"NIFTY 50","08 Jun 2023","18725.35","18777.90","18615.60","18634.55"
"NIFTY 50","07 Jun 2023","18665.60","18738.95","18636.00","18726.40"
"NIFTY 50","06 Jun 2023","18600.80","18622.75","18531.60","18599.00"
"NIFTY 50","05 Jun 2023","18612.00","18640.15","18582.80","18593.85"
"NIFTY 50","02 Jun 2023","18550.85","18573.70","18478.40","18534.10"
"NIFTY 50","01 Jun 2023","18579.40","18580.30","18464.55","18487.75"
"NIFTY 50","31 May 2023","18594.20","18603.90","18483.85","18534.40"
"NIFTY 50","30 May 2023","18606.65","18662.45","18575.50","18633.85"
"NIFTY 50","29 May 2023","18619.15","18641.20","18581.25","18598.65"
"NIFTY 50","26 May 2023","18368.35","18508.55","18333.15","18499.35"
"NIFTY 50","25 May 2023","18268.90","18338.10","18202.40","18321.15"
"NIFTY 50","24 May 2023","18294.80","18392.60","18262.95","18285.40"
"NIFTY 50","23 May 2023","18362.90","18419.75","18324.20","18348.00"
"NIFTY 50","22 May 2023","18201.10","18335.25","18178.85","18314.40"
"NIFTY 50","19 May 2023","18186.15","18218.10","18060.40","18203.40"
"NIFTY 50","18 May 2023","18287.50","18297.20","18104.85","18129.95"
"NIFTY 50","17 May 2023","18300.45","18309.00","18115.35","18181.75"
"NIFTY 50","16 May 2023","18432.35","18432.35","18264.35","18286.50"
"NIFTY 50","15 May 2023","18339.30","18458.90","18287.90","18398.85"
"NIFTY 50","12 May 2023","18273.75","18342.75","18194.55","18314.80"
"NIFTY 50","11 May 2023","18357.80","18389.70","18270.40","18297.00"
"NIFTY 50","10 May 2023","18313.60","18326.75","18211.95","18315.10"
"NIFTY 50","09 May 2023","18303.40","18344.20","18229.65","18265.95"
"NIFTY 50","08 May 2023","18120.60","18286.95","18100.30","18264.40"
"NIFTY 50","05 May 2023","18117.30","18216.95","18055.45","18069.00"
"NIFTY 50","04 May 2023","18081.00","18267.45","18066.70","18255.80"
"NIFTY 50","03 May 2023","18113.80","18116.35","18042.40","18089.85"
"NIFTY 50","02 May 2023","18124.80","18180.25","18101.75","18147.65"
"NIFTY 50","28 Apr 2023","17950.40","18089.15","17885.30","18065.00"
"NIFTY 50","27 Apr 2023","17813.10","17931.60","17797.90","17915.05"
"NIFTY 50","26 Apr 2023","17767.30","17827.75","17711.20","17813.60"
"NIFTY 50","25 Apr 2023","17761.55","17807.45","17716.85","17769.25"
"NIFTY 50","24 Apr 2023","17707.55","17754.50","17612.50","17743.40"
"NIFTY 50","21 Apr 2023","17639.75","17663.20","17553.95","17624.05"
"NIFTY 50","20 Apr 2023","17638.60","17684.45","17584.35","17624.45"
"NIFTY 50","19 Apr 2023","17653.35","17666.15","17579.85","17618.75"
"NIFTY 50","18 Apr 2023","17766.60","17766.60","17610.20","17660.15"
"NIFTY 50","17 Apr 2023","17863.00","17863.00","17574.05","17706.85"
"NIFTY 50","13 Apr 2023","17807.30","17842.15","17729.65","17828.00"
