Date,Open,High,Low,Close,Next_Day_Return,Target
2022-03-11,16528.8,16694.4,16470.9,16630.45,0.014482470408196923,1
2022-03-14,16633.7,16887.95,16606.5,16871.3,-0.012346410768583291,0
2022-03-15,16900.65,16927.75,16555.0,16663.0,0.01874512392726391,1
2022-03-16,16876.65,16987.9,16837.85,16975.35,0.01836191890005218,1
2022-03-17,17202.9,17344.6,17175.75,17287.05,-0.009802135124269366,0
2022-03-21,17329.5,17353.35,17096.4,17117.6,0.011561200168247972,1
2022-03-22,17120.4,17334.4,17006.3,17315.5,-0.004033958014495599,0
2022-03-23,17405.05,17442.4,17199.6,17245.65,-0.001327871086332,0
2022-03-24,17094.95,17291.75,17091.15,17222.75,-0.004049875890900117,0
2022-03-25,17289.0,17294.9,17076.55,17153.0,0.004022619949862998,1
2022-03-28,17181.85,17235.1,17003.9,17222.0,0.005998141911508493,1
2022-03-29,17297.2,17343.65,17235.7,17325.3,0.009982511125348521,1
2022-03-30,17468.15,17522.5,17387.2,17498.25,-0.0019144771620019144,0
2022-03-31,17519.2,17559.8,17435.2,17464.75,0.011778009991554459,1
2022-04-01,17436.9,17703.7,17422.7,17670.45,0.0216717740634789,1
2022-04-04,17809.1,18114.65,17791.4,18053.4,-0.00531755791152913,0
2022-04-05,18080.6,18095.45,17921.55,17957.4,-0.00833918050497288,0
2022-04-06,17842.75,17901.0,17779.85,17807.65,-0.009439763247817774,0
2022-04-07,17723.3,17787.5,17623.7,17639.55,0.00820882618887666,1
2022-04-08,17698.15,17842.75,17600.55,17784.35,-0.006151475876261872,0
2022-04-11,17740.9,17779.05,17650.95,17674.95,-0.008183898681467357,0
2022-04-12,17584.85,17595.3,17442.35,17530.3,-0.003117459484435396,0
2022-04-13,17599.9,17663.65,17457.4,17475.65,-0.01728118839642588,0
2022-04-18,17183.45,17237.75,17067.85,17173.65,-0.012519179091224054,0
2022-04-19,17258.95,17275.65,16824.7,16958.65,0.01049022180421188,1
2022-04-20,17045.25,17186.9,16978.95,17136.55,0.014941747317867323,1
2022-04-21,17234.6,17414.7,17215.5,17392.6,-0.012686429860975233,0
2022-04-22,17242.75,17315.3,17149.2,17171.95,-0.012695121986728355,0
2022-04-25,17009.05,17054.3,16888.7,16953.95,0.014560028783852643,1
2022-04-26,17121.3,17223.85,17064.45,17200.8,-0.009441421329240375,0
2022-04-27,17073.35,17110.7,16958.45,17038.4,0.012128486242839574,1
2022-04-28,17189.5,17322.5,17071.05,17245.05,-0.008263240756043039,0
2022-04-29,17329.25,17377.65,17053.25,17102.55,-0.001955848689230596,0
2022-05-02,16924.45,17092.25,16917.25,17069.1,-0.022936182927043608,0
2022-05-04,17096.6,17132.85,16623.95,16677.6,0.0003028013623065016,1
2022-05-05,16854.75,16945.7,16651.85,16682.65,-0.016268398605737183,0
2022-05-06,16415.55,16484.2,16340.9,16411.25,-0.006666158884911243,0
2022-05-09,16227.7,16403.7,16142.1,16301.85,-0.0037909807782552955,0
2022-05-10,16248.9,16404.55,16197.3,16240.05,-0.004491981243900044,0
2022-05-11,16270.05,16318.75,15992.6,16167.1,-0.022211775766835137,0
2022-05-12,16021.1,16041.95,15735.75,15808.0,-0.001635247975708525,0
2022-05-13,15977.0,16083.6,15740.85,15782.15,0.003811267793044651,1
2022-05-16,15845.1,15977.95,15739.65,15842.3,0.02632193557753609,1
2022-05-17,15912.6,16284.25,15900.8,16259.3,-0.001168561992213687,0
2022-05-18,16318.15,16399.8,16211.2,16240.3,-0.02653276109431474,0
2022-05-19,15917.4,15984.75,15775.2,15809.4,0.028891039508140728,1
2022-05-20,16043.8,16283.05,16003.85,16266.15,-0.0031630103005320194,0
2022-05-23,16290.95,16414.7,16185.75,16214.7,-0.005522766378656472,0
2022-05-24,16225.55,16262.8,16078.6,16125.15,-0.0061611829967473395,0
2022-05-25,16196.35,16223.35,16006.95,16025.8,0.009007350647081604,1
2022-05-26,16105.0,16204.45,15903.7,16170.15,0.011273859549849637,1
2022-05-27,16296.6,16370.6,16221.95,16352.45,0.018893193374693133,1
2022-05-30,16527.9,16695.5,16506.15,16661.4,-0.00461245753658169,0
2022-05-31,16578.45,16690.75,16521.9,16584.55,-0.003726359774609457,0
2022-06-01,16594.4,16649.2,16438.85,16522.75,0.006370004993115553,1
2022-06-02,16481.65,16646.4,16443.05,16628.0,-0.0026280971854703346,0
2022-06-03,16761.65,16793.85,16567.9,16584.3,-0.0008893953920273994,0
2022-06-06,16530.7,16610.95,16444.55,16569.55,-0.00924587571780771,0
2022-06-07,16469.6,16487.25,16347.1,16416.35,-0.0036609843235553916,0
2022-06-08,16474.95,16514.3,16293.35,16356.25,0.007449751623996854,1
2022-06-09,16263.85,16492.8,16243.85,16478.1,-0.016767709869463063,0
2022-06-10,16283.95,16324.7,16172.6,16201.8,-0.026379784962164678,0
2022-06-13,15877.55,15886.15,15684.0,15774.4,-0.002681559995942747,0
2022-06-14,15674.25,15858.0,15659.45,15732.1,-0.0025393939779178067,0
2022-06-15,15729.25,15783.65,15678.9,15692.15,-0.021128398594201514,0
2022-06-16,15832.25,15863.15,15335.1,15360.6,-0.004368318945874534,0
2022-06-17,15272.65,15400.4,15183.4,15293.5,0.0037041880537483007,1
2022-06-20,15334.5,15382.5,15191.1,15350.15,0.018804376504464104,1
2022-06-21,15455.95,15707.25,15419.85,15638.8,-0.014419264905235697,0
2022-06-22,15545.65,15565.4,15385.95,15413.3,0.009300409386698525,1
2022-06-23,15451.55,15628.45,15367.5,15556.65,0.009166497928538624,1
2022-06-24,15657.4,15749.25,15619.45,15699.25,0.008459002818605938,1
2022-06-27,15926.2,15927.45,15815.5,15832.05,0.0011464087089164989,1
2022-06-28,15757.45,15892.1,15710.15,15850.2,-0.0032239340828507123,0
2022-06-29,15701.7,15861.6,15687.8,15799.1,-0.0011931059364141225,0
2022-06-30,15774.5,15890.0,15728.85,15780.25,-0.0017870439314966954,0
2022-07-01,15703.7,15793.95,15511.05,15752.05,0.005288200583416196,1
2022-07-04,15710.5,15852.35,15661.8,15835.35,-0.0015471713602793749,0
2022-07-05,15909.15,16025.75,15785.45,15810.85,0.011318177074603763,1
2022-07-06,15818.2,16011.35,15800.9,15989.8,0.008949455277739582,1
2022-07-07,16113.75,16150.5,16045.95,16132.9,0.005436096424077551,1
2022-07-08,16273.65,16275.5,16157.9,16220.6,-0.00028359000283592243,0
2022-07-11,16136.15,16248.55,16115.5,16216.0,-0.009724962999506705,0
2022-07-12,16126.2,16158.75,16031.15,16058.3,-0.005707328920246828,0
2022-07-13,16128.2,16140.0,15950.15,15966.65,-0.0017536552752142748,0
2022-07-14,16018.85,16070.85,15858.2,15938.65,0.006935970110392103,1
2022-07-15,16010.8,16066.95,15927.3,16049.2,0.01428731650175705,1
2022-07-18,16151.4,16287.95,16142.2,16278.5,0.0038117762693122385,1
2022-07-19,16187.05,16359.5,16187.05,16340.55,0.011033900327712303,1
2022-07-20,16562.8,16588.0,16490.95,16520.85,0.0051086959811390735,1
2022-07-21,16523.55,16626.95,16483.9,16605.25,0.006877343008988165,1
2022-07-22,16661.25,16752.25,16610.9,16719.45,-0.005290245791578115,0
2022-07-25,16662.55,16706.05,16564.25,16631.0,-0.00884793458000129,0
2022-07-26,16632.9,16636.1,16463.3,16483.85,0.009582106122052842,1
2022-07-27,16475.35,16653.45,16438.75,16641.8,0.017293802353110798,1
2022-07-28,16774.85,16947.65,16746.25,16929.6,0.013505930441357237,1
2022-07-29,17079.5,17172.8,17018.15,17158.25,0.010595486136406642,1
2022-08-01,17243.2,17356.25,17154.8,17340.05,0.0003114177871460264,1
2022-08-02,17310.15,17390.15,17215.85,17345.45,0.002461740687039006,1
2022-08-03,17349.25,17407.5,17225.85,17388.15,-0.00035368915036973193,0
2022-08-04,17463.1,17490.7,17161.25,17382.0,0.0008917270739845817,1
2022-08-05,17423.65,17474.4,17348.75,17397.5,0.007334387124586782,1
2022-08-08,17401.5,17548.8,17359.75,17525.1,0.0005506387980668559,1
2022-08-10,17566.1,17566.1,17442.8,17534.75,0.007085929368824762,1
2022-08-11,17711.65,17719.3,17631.95,17659.0,0.002216999830115038,1
2022-08-12,17659.65,17724.65,17597.85,17698.15,0.007181541573554215,1
2022-08-16,17797.2,17839.1,17764.05,17825.25,0.006675923198833116,1
2022-08-17,17868.15,17965.95,17833.35,17944.25,0.0006826699360519387,1
2022-08-18,17898.65,17968.45,17852.05,17956.5,-0.01102943223902204,0
2022-08-19,17966.55,17992.2,17710.75,17758.45,-0.01507732938403971,0
2022-08-22,17682.9,17690.05,17467.35,17490.7,0.0049626372872440365,1
2022-08-23,17357.35,17625.55,17345.2,17577.5,0.001561655525529838,1
2022-08-24,17525.45,17623.65,17499.25,17604.95,-0.0046861820113093195,0
2022-08-25,17679.0,17726.5,17487.45,17522.45,0.002080188558106927,1
2022-08-26,17619.3,17685.85,17519.35,17558.9,-0.01400998923622778,0
2022-08-29,17188.65,17380.15,17166.2,17312.9,0.02578424180813138,1
2022-08-30,17414.95,17777.65,17401.5,17759.3,-0.01219079580839335,0
2022-09-01,17485.7,17695.6,17468.45,17542.8,-0.0001909615340765753,0
2022-09-02,17598.4,17643.85,17476.45,17539.45,0.007203760665243125,1
2022-09-05,17546.45,17683.15,17540.35,17665.8,-0.0005773868152022964,0
2022-09-06,17695.7,17764.65,17587.65,17655.6,-0.0017671447019640845,0
2022-09-07,17519.4,17650.75,17484.3,17624.4,0.009892535348721008,1
2022-09-08,17748.15,17807.65,17691.95,17798.75,0.0019439567385349278,1
2022-09-09,17923.35,17925.95,17786.0,17833.35,0.005775695536733144,1
2022-09-12,17890.85,17980.55,17889.15,17936.35,0.007454136432440309,1
2022-09-13,18044.45,18088.3,18015.45,18070.05,-0.0036690545958643875,0
2022-09-14,17771.15,18091.55,17771.15,18003.75,-0.007017982364785034,0
2022-09-15,18046.35,18096.15,17861.5,17877.4,-0.019384809871681726,0
2022-09-16,17796.8,17820.05,17497.25,17530.85,0.0052136661941663675,1
2022-09-19,17540.65,17667.2,17429.7,17622.25,0.01100880988523032,1
2022-09-20,17770.4,17919.3,17744.4,17816.25,-0.005494983512243118,0
2022-09-21,17766.35,17838.7,17663.6,17718.35,-0.004997643685783342,0
2022-09-22,17609.65,17722.75,17532.45,17629.8,-0.017155611521401305,0
2022-09-23,17593.85,17642.15,17291.65,17327.35,-0.017951388989083692,0
2022-09-26,17156.3,17196.4,16978.3,17016.3,-0.000523027920288066,0
2022-09-27,17110.9,17176.45,16942.35,17007.4,-0.008749132730458676,0
2022-09-28,16870.55,17037.6,16820.4,16858.6,-0.002402334713440025,0
2022-09-29,16993.6,17026.05,16788.6,16818.1,0.0164257555847569,1
2022-09-30,16798.05,17187.1,16747.7,17094.35,-0.01210926417208025,0
2022-10-03,17102.1,17114.65,16855.55,16887.35,0.022913601009039355,1
2022-10-04,17147.45,17287.3,17117.3,17274.3,0.0033286442865991675,1
2022-10-06,17379.25,17428.8,17315.65,17331.8,-0.0009895106105538847,0
2022-10-07,17287.2,17337.35,17216.95,17314.65,-0.0042536233767359695,0
2022-10-10,17094.35,17280.15,17064.7,17241.0,-0.014932428513427338,0
2022-10-11,17256.05,17261.8,16950.3,16983.55,0.008246214719537391,1
2022-10-12,17025.55,17142.35,16960.05,17123.6,-0.006380083627274639,0
2022-10-13,17087.35,17112.35,16956.95,17014.35,0.01007091073123582,1
2022-10-14,17322.3,17348.55,17169.75,17185.7,0.007337495708641402,1
2022-10-17,17144.8,17328.55,17098.55,17311.8,0.010117376587067866,1
2022-10-18,17438.75,17527.8,17434.05,17486.95,0.0014467931800570867,1
2022-10-19,17568.15,17607.6,17472.85,17512.25,0.0029522191608731445,1
2022-10-20,17423.1,17584.15,17421.0,17563.95,0.0007031447937393664,1
2022-10-21,17622.85,17670.15,17520.75,17576.3,0.008787401216410777,1
2022-10-24,17736.35,17777.55,17707.4,17730.75,-0.004196099995770143,0
2022-10-25,17808.3,17811.5,17637.0,17656.35,0.004564929897742296,1
2022-10-27,17771.4,17783.9,17654.5,17736.95,0.002810517028012062,1
2022-10-28,17756.4,17838.9,17723.7,17786.8,0.012672318798209991,1
2022-10-31,17910.2,18022.8,17899.9,18012.2,0.007394987841574084,1
2022-11-01,18130.7,18175.8,18060.15,18145.4,-0.003447154650765643,0
2022-11-02,18177.9,18178.75,18048.65,18082.85,-0.0016673256704555874,0
2022-11-03,17968.35,18106.3,17959.2,18052.7,0.0035701030870728878,1
2022-11-04,18053.4,18135.1,18017.15,18117.15,0.004727564765981284,1
2022-11-07,18211.75,18255.5,18064.75,18202.8,-0.0025160964247258263,0
2022-11-09,18288.25,18296.4,18117.5,18157.0,-0.0070936828771272385,0
2022-11-10,18044.35,18103.1,17969.4,18028.2,0.01783317247423481,1
2022-11-11,18272.35,18362.3,18259.35,18349.7,-0.0011199093173184995,0
2022-11-14,18376.4,18399.45,18311.4,18329.15,0.0040509243472828796,1
2022-11-15,18362.75,18427.95,18282.0,18403.4,0.0003396111588076116,1
2022-11-16,18398.25,18442.15,18344.15,18409.65,-0.003571496470601016,0
2022-11-17,18358.7,18417.6,18312.95,18343.9,-0.001976133755635388,0
2022-11-18,18382.95,18394.6,18209.8,18307.65,-0.008067665702588848,0
2022-11-21,18246.4,18262.3,18133.35,18159.95,0.0046393299541022965,1
2022-11-22,18179.15,18261.85,18137.7,18244.2,0.0012634152223720016,1
2022-11-23,18325.2,18325.4,18246.0,18267.25,0.011870971273727493,1
2022-11-24,18326.1,18529.7,18294.25,18484.1,0.0015499807943043728,1
2022-11-25,18528.45,18534.9,18445.1,18512.75,0.0027008413120687092,1
2022-11-28,18430.55,18614.25,18365.6,18562.75,0.0029790844567749537,1
2022-11-29,18552.45,18678.1,18552.15,18618.05,0.007535697884579711,1
2022-11-30,18625.7,18816.05,18616.55,18758.35,0.002886714449831753,1
2022-12-01,18871.95,18887.6,18778.2,18812.5,-0.006187375415282469,0
2022-12-02,18752.4,18781.95,18639.2,18696.1,0.000264761099908576,1
2022-12-05,18719.55,18728.6,18591.35,18701.05,-0.0031174720136034756,0
2022-12-06,18600.65,18654.9,18577.9,18642.75,-0.004411902750398948,0
2022-12-07,18638.85,18668.3,18528.4,18560.5,0.0026319334069663286,1
2022-12-08,18570.85,18625.0,18536.95,18609.35,-0.006058782278800711,0
2022-12-09,18662.4,18664.7,18410.1,18496.6,2.9735194576457857e-05,1
2022-12-12,18402.15,18521.55,18345.7,18497.15,0.0059928151093546055,1
2022-12-13,18524.4,18617.25,18490.2,18608.0,0.0028106190885640193,1
2022-12-14,18671.25,18696.1,18632.9,18660.3,-0.013150913972444056,0
2022-12-15,18614.4,18652.9,18387.7,18414.9,-0.007922931973564964,0
2022-12-16,18319.1,18440.95,18255.15,18269.0,0.008289999452624704,1
2022-12-19,18288.1,18431.65,18244.55,18420.45,-0.0019082052827157562,0
2022-12-20,18340.3,18404.9,18202.65,18385.3,-0.01012765633413655,0
2022-12-21,18435.15,18473.35,18162.75,18199.1,-0.003942502651230006,0
2022-12-22,18288.8,18318.75,18068.6,18127.35,-0.01768322451985532,0
2022-12-23,17977.65,18050.45,17779.5,17806.8,0.011669699216029792,1
2022-12-26,17830.4,18084.1,17774.25,18014.6,0.006533589421913378,1
2022-12-27,18089.8,18149.25,17967.45,18132.3,-0.0005404719754250301,0
2022-12-28,18084.75,18173.1,18068.35,18122.5,0.0037798317009242652,1
2022-12-29,18045.7,18229.7,17992.8,18191.0,-0.004711120883953644,0
2022-12-30,18259.1,18265.25,18080.3,18105.3,0.005089669875671846,1
2023-01-02,18131.7,18215.15,18086.5,18197.45,0.001928841678366944,1
2023-01-03,18163.2,18251.95,18149.8,18232.55,-0.010398984234240332,0
2023-01-04,18230.65,18243.0,18020.6,18042.95,-0.002815504116566264,0
2023-01-05,18101.95,18120.3,17892.6,17992.15,-0.007375438733003044,0
2023-01-06,18008.05,18047.4,17795.55,17859.45,0.013536251116355766,1
2023-01-09,17952.55,18141.4,17936.15,18101.2,-0.010333569045146138,0
2023-01-10,18121.3,18127.6,17856.0,17914.15,-0.001029912108584595,0
2023-01-11,17924.25,17976.35,17824.35,17895.7,-0.002095475449409635,0
2023-01-12,17920.85,17945.8,17761.65,17858.2,0.005510073803630703,1
2023-01-13,17867.5,17999.35,17774.25,17956.6,-0.003438846997761269,0
2023-01-16,18033.15,18049.65,17853.65,17894.85,0.00885450283182037,1
2023-01-17,17922.8,18072.05,17886.95,18053.3,0.006206621504101703,1
2023-01-18,18074.3,18183.75,18032.45,18165.35,-0.0031653670311884994,0
2023-01-19,18119.8,18155.2,18063.75,18107.85,-0.004429018353918168,0
2023-01-20,18115.6,18145.45,18016.2,18027.65,0.005042254536780879,1
2023-01-23,18118.45,18162.6,18063.45,18118.55,-1.379801363795668e-05,0
2023-01-24,18183.95,18201.25,18078.65,18118.3,-0.012492893924926652,0
2023-01-25,18093.35,18100.6,17846.15,17891.95,-0.016074268036742903,0
2023-01-27,17877.2,17884.75,17493.55,17604.35,0.0025334647402489832,1
2023-01-30,17541.95,17709.15,17405.55,17648.95,0.0007479198479230055,1
2023-01-31,17731.45,17735.7,17537.55,17662.15,-0.002595946699580865,0
2023-02-01,17811.6,17972.2,17353.4,17616.3,-0.0003349170938277514,0
2023-02-02,17517.1,17653.9,17445.95,17610.4,0.013835574433289295,1
2023-02-03,17721.75,17870.3,17584.2,17854.05,-0.0050100677437332555,0
2023-02-06,17818.55,17823.7,17698.35,17764.6,-0.0024261734010334345,0
2023-02-07,17790.1,17811.15,17652.55,17721.5,0.008475580509550587,1
2023-02-08,17750.3,17898.7,17744.15,17871.7,0.0012170078951638623,1
2023-02-09,17885.5,17916.9,17779.8,17893.45,-0.002065001439074115,0
2023-02-10,17847.55,17876.95,17801.0,17856.5,-0.0047937725758126475,0
2023-02-13,17859.1,17880.7,17719.75,17770.9,0.008944397863923441,1
2023-02-14,17840.35,17954.55,17800.05,17929.85,0.004796470689938845,1
2023-02-15,17896.6,18034.1,17853.8,18015.85,0.0011101335768226312,1
2023-02-16,18094.75,18134.75,18000.65,18035.85,-0.005081545921040474,0
2023-02-17,17974.85,18034.25,17884.6,17944.2,-0.0055505400073562585,0
2023-02-20,17965.55,18004.35,17818.4,17844.6,-0.0010031045806573316,0
2023-02-21,17905.8,17924.9,17800.3,17826.7,-0.01528045011134991,0
2023-02-22,17755.35,17772.5,17529.45,17554.3,-0.0024523905823643937,0
2023-02-23,17574.65,17620.05,17455.4,17511.25,-0.002595474337925661,0
2023-02-24,17591.35,17599.75,17421.8,17465.8,-0.0041853221724741235,0
